品类,历史tradeId,历史fieldId,字段,类型,历史必填,历史saleProp,Listingify基线来源,CLI本地来源,Listingify基线判断逻辑,CLI缺失处理,create阶段,full-update阶段,incremental阶段,确认状态,CLI代码/验证入口,基线证据
板鞋,10381,77137,小红书标题,TEXT,否,否,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,按鞋品文案/标准文案对应列取值，控制长度并保留完整词；鞋品文案附件无有效行时不编造。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5731
板鞋,10381,78843,小红书短标题,TEXT,否,否,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,按鞋品文案/标准文案对应列取值，控制长度并保留完整词；鞋品文案附件无有效行时不编造。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5732
板鞋,10381,60663,小红书计量单位,SINGLE_CHOICE,否,否,固定业务规则 + 当前模板 options,固定业务规则 + 当前模板 options,商品计量单位按当前业务规则统一为“件”；平台字段若另有模板单位则遵从模板。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5733
板鞋,10381,2398,尺码,MULTI_CHOICE,是,是,MDM_SKU.size_name/size_code + 鞋品尺码模板,本地 SKU Excel.size_name/size_code + 鞋品尺码模板,销售尺码必须来自真实 SKU；先归一裸数字，再输出 XX码，且必须与 SKU、尺码表行键一致。,缺真实 SKU 或匹配尺码行则阻断发布。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,禁止普通增量；颜色/尺码仅作完整伴随字段,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5734
板鞋,10381,2399,尺码表,MULTI_TEXT,是,否,MDM_SKU 销售鞋码 + SHOE_SIZE_TEMPLATE 匹配 chart + 当前字段模板列,鞋：内置鞋表或显式本地鞋表；服饰：本地 PLM 量点 + 内置 balabala 参考表,根据类目匹配 chart，裁剪到实际 SKU 尺码；仅脚长与鞋内长两列齐全时输出。,鞋半码/缺行/凉鞋结构不明阻断；服饰 PLM 缺量点留空并阻断,主表/多平台在 create；其他支持平台表在建档回读后的 full-update,完整字段集覆盖；先合并远端快照,禁止普通增量；颜色/尺码仅作完整伴随字段,公共尺码规则有回归；逐模板待验,src/brands/balabala/size-charts.ts; src/brands/balabala/size-reference-data.ts,balabala-product-field-whitepaper.md:5737
板鞋,10381,56989,工艺,TEXT,否,否,鞋品文案 + 参考图 + 当前模板枚举；AI 仅在证据足够时补枚举,鞋品文案 + 参考图 + 当前模板枚举；AI 仅在证据足够时补枚举,优先来源文本与类目，参考图辅助；AI 只在模板枚举内补空值，不覆盖确定来源。,不能命中模板枚举或图片证据不足时留空，转类目/图片复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5738
板鞋,10381,87422,幼童90-130牛仔选,SINGLE_CHOICE,否,否,业务规则 skip：非牛仔裤类目不适用,业务规则 skip：非牛仔裤类目不适用,非牛仔裤类目不适用 不参与生成和发送；不得由 AI、旧资源或其他品类字段回填。,固定留空，不计为缺失阻断；仅记录为业务 blank。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5739
板鞋,10381,33404,库存计数,SINGLE_CHOICE,否,否,固定业务规则 + 当前模板 options,固定业务规则 + 当前模板 options,库存扣减时点按当前模板合法枚举固定为买家拍下减库存。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5740
板鞋,10381,82520,微信视频小店副标题,TEXT,否,否,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,按鞋品文案/标准文案对应列取值，控制长度并保留完整词；鞋品文案附件无有效行时不编造。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5741
板鞋,10381,92945,微信视频小店商品编码,TEXT,否,否,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5742
板鞋,10381,91724,微信视频小店标题,TEXT,否,否,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,按鞋品文案/标准文案对应列取值，控制长度并保留完整词；鞋品文案附件无有效行时不编造。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5743
板鞋,10381,86276,快手标题,TEXT,否,否,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,按鞋品文案/标准文案对应列取值，控制长度并保留完整词；鞋品文案附件无有效行时不编造。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5744
板鞋,10381,34929,所在地,TEXT,否,否,鞋盒/吊牌/OCR + 上市计划鞋品企业名称 + 企业固定主数据,鞋盒/吊牌/OCR + 上市计划鞋品企业名称 + 企业固定主数据,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5745
板鞋,10381,81218,执行标准,TEXT,否,否,鞋盒/吊牌/OCR + 上市计划鞋品企业名称 + 企业固定主数据,鞋盒/吊牌/OCR + 上市计划鞋品企业名称 + 企业固定主数据,先取吊牌/洗唛合规事实，再按模板枚举归一；执行标准、产品等级、安全等级互不替代。,无 OCR/人工合规证据留空并阻断合规字段。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5746
板鞋,10381,81860,抖音参考价,TEXT,否,否,MDM_SPU.price_tag；SKU 交易价字段取 MDM_SKU.price_tag,本地 MDM 导出 SPU 信息.price_tag；SKU 交易价字段取 本地 SKU Excel.price_tag,展示/划线/市场价以 SPU 吊牌价为准；交易/供货价理想以 SKU 价为准；PDD 单买/团购按 SPU 价 -1/-2。,对应 SPU/SKU 价格缺失则留空并标价格阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5747
板鞋,10381,81861,抖音参考价格类型,SINGLE_CHOICE,否,否,MDM_SPU.price_tag；SKU 交易价字段取 MDM_SKU.price_tag,本地 MDM 导出 SPU 信息.price_tag；SKU 交易价字段取 本地 SKU Excel.price_tag,展示/划线/市场价以 SPU 吊牌价为准；交易/供货价理想以 SKU 价为准；PDD 单买/团购按 SPU 价 -1/-2。,对应 SPU/SKU 价格缺失则留空并标价格阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5748
板鞋,10381,65229,抖音商品重量,TEXT,否,否,固定业务规则 + 当前模板约束,固定业务规则 + 当前模板约束,当前代码对服饰/鞋品抖音商品重量固定为 1；它不是实测重量。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5749
板鞋,10381,65231,抖音商家推荐语,TEXT,否,否,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5750
板鞋,10381,85714,抖音小时达标题,TEXT,否,否,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,按鞋品文案/标准文案对应列取值，控制长度并保留完整词；鞋品文案附件无有效行时不编造。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5751
板鞋,10381,80834,抖音尺码表,MULTI_TEXT,否,否,MDM_SKU 销售鞋码 + SHOE_SIZE_TEMPLATE 匹配 chart + 当前字段模板列,鞋：内置鞋表或显式本地鞋表；服饰：本地 PLM 量点 + 内置 balabala 参考表,脚长用 cm，备注优先 douyin_mapping_text，否则由脚长容差和内长生成。,鞋半码/缺行/凉鞋结构不明阻断；服饰 PLM 缺量点留空并阻断,主表/多平台在 create；其他支持平台表在建档回读后的 full-update,完整字段集覆盖；先合并远端快照,禁止普通增量；颜色/尺码仅作完整伴随字段,公共尺码规则有回归；逐模板待验,src/brands/balabala/size-charts.ts; src/brands/balabala/size-reference-data.ts,balabala-product-field-whitepaper.md:5752
板鞋,10381,65624,抖音标题,TEXT,否,否,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,按鞋品文案/标准文案对应列取值，控制长度并保留完整词；鞋品文案附件无有效行时不编造。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5753
板鞋,10381,78063,报价方式,SINGLE_CHOICE,否,否,MDM_SPU.price_tag；SKU 交易价字段取 MDM_SKU.price_tag,本地 MDM 导出 SPU 信息.price_tag；SKU 交易价字段取 本地 SKU Excel.price_tag,展示/划线/市场价以 SPU 吊牌价为准；交易/供货价理想以 SKU 价为准；PDD 单买/团购按 SPU 价 -1/-2。,对应 SPU/SKU 价格缺失则留空并标价格阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5754
板鞋,10381,60019,拼多多标题,TEXT,否,否,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,按鞋品文案/标准文案对应列取值，控制长度并保留完整词；鞋品文案附件无有效行时不编造。,固定留空，不计为缺失阻断；仅记录为业务 blank。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5755
板鞋,10381,64180,拼多多货源地,TEXT,否,否,平台业务/仓配主数据 + 当前模板 options,平台业务/仓配主数据 + 当前模板 options,货源地与原产地分开，按平台配置填写。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5756
板鞋,10381,78111,文胸图标,SINGLE_CHOICE,否,否,业务规则 skip：服饰/配饰上下文字段在当前鞋品类目不适用,业务规则 skip：服饰/配饰上下文字段在当前鞋品类目不适用,服饰/配饰上下文字段在当前鞋品类目不适用 不参与生成和发送；不得由 AI、旧资源或其他品类字段回填。,固定留空，不计为缺失阻断；仅记录为业务 blank。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5757
板鞋,10381,39964,无线短标题,TEXT,否,否,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,按鞋品文案/标准文案对应列取值，控制长度并保留完整词；鞋品文案附件无有效行时不编造。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5759
板鞋,10381,45648,是否商场同款,SINGLE_CHOICE,否,否,LAUNCH_PLAN 渠道属性 + 固定业务规则,本地上市计划 Excel 渠道属性 + 固定业务规则,按上市计划/渠道事实判断，缺失时遵守当前业务默认并标记。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5760
板鞋,10381,56959,是否外贸,TEXT,否,否,鞋品固定业务规则 + 当前模板 options,鞋品固定业务规则 + 当前模板 options,按鞋品当前代码固定值并校验模板 options。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5761
板鞋,10381,78112,是否婴童,SINGLE_CHOICE,否,否,MDM/LAUNCH_PLAN 年龄段与品类 + 当前模板 options,MDM/本地上市计划 Excel 年龄段与品类 + 当前模板 options,根据真实年龄段/品类命中是否婴童枚举，不用鞋码或标题单独推断。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5762
板鞋,10381,56965,是否库存,TEXT,否,否,固定业务规则 + 当前模板 options,固定业务规则 + 当前模板 options,当前代码将该经营标记归一为“否”，不代表真实库存量。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5763
板鞋,10381,39969,是否新品,SINGLE_CHOICE,否,否,鞋品固定业务规则 + 当前模板 options,鞋品固定业务规则 + 当前模板 options,按鞋品当前代码固定值并校验模板 options。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5764
板鞋,10381,56983,是否有响声,TEXT,否,否,REFERENCE_IMAGE + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,本地参考图 + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,图片确认可见结构后归一为当前 options；无法看清时留空，不以标题中的风格词代替结构事实。,图片不可见或证据不足时留空并转人工；不因字段名存在而默认勾选。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5765
板鞋,10381,56970,是否有灯,TEXT,否,否,REFERENCE_IMAGE + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,本地参考图 + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,图片确认可见结构后归一为当前 options；无法看清时留空，不以标题中的风格词代替结构事实。,图片不可见或证据不足时留空并转人工；不因字段名存在而默认勾选。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5766
板鞋,10381,55992,是否申请新品,SINGLE_CHOICE,否,否,LAUNCH_PLAN 属性/新品标记 + MDM 商品档案 + 当前模板 options,本地上市计划 Excel 属性/新品标记 + MDM 商品档案 + 当前模板 options,仅在上市计划或 MDM 明确新品标记时选择合法枚举；没有证据不默认新品。,无新品标记留空并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5767
板鞋,10381,56958,最小起订量,TEXT,否,否,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5768
板鞋,10381,56966,最快出货时间,TEXT,是,否,鞋品固定业务规则 + 当前模板 options,鞋品固定业务规则 + 当前模板 options,鞋品最快/固定出货时间按当前代码固定为 48 小时。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5769
板鞋,10381,56968,最晚发货时间,TEXT,否,否,鞋品固定业务规则 + 当前模板 options,鞋品固定业务规则 + 当前模板 options,鞋品最晚发货时间按当前代码固定为 2 天。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5770
板鞋,10381,61648,有赞商品卖点,TEXT,否,否,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,按鞋品文案/标准文案对应列取值，控制长度并保留完整词；鞋品文案附件无有效行时不编造。,留空并记录缺失来源；模板必填时阻断或转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5771
板鞋,10381,74597,材质(AKC),TEXT,是,否,鞋品文案 + 鞋盒/吊牌/洗唛 OCR + 人工确认,鞋品文案 + 鞋盒/吊牌/洗唛 OCR + 人工确认,按帮面、里料、鞋底、鞋垫分部位取证；文本保留真实描述，枚举必须归一到当前模板。,无可信文案/OCR/人工证据则留空；模板必填转人工补证。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5772
板鞋,10381,93475,楦型,MULTI_TEXT,否,否,REFERENCE_IMAGE + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,本地参考图 + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,仅根据平铺图/参考图判断可见结构，再归一到当前模板合法枚举；AI 只做受控辅助。,图片不可见或证据不足时留空并转人工；不因字段名存在而默认勾选。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5773
板鞋,10381,87399,每次限购(件),TEXT,否,否,鞋品固定业务规则 + 当前模板 options,鞋品固定业务规则 + 当前模板 options,鞋品限购值固定为 5，且须命中模板 options。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5774
板鞋,10381,60660,毛重（g）,TEXT,否,否,MDM/仓配实测数据 + 吊牌/洗唛或人工确认,MDM/仓配实测数据 + 吊牌/洗唛或人工确认,只填写有实测或明确业务记录的数值，并按字段单位转换；商品重量、包装重量、体积不可互相推算。,无实测数据留空并转人工；不写 0 占位。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5775
板鞋,10381,92246,水杯说明,SINGLE_CHOICE,否,否,业务规则 skip：服饰/配饰上下文字段在当前鞋品类目不适用,业务规则 skip：服饰/配饰上下文字段在当前鞋品类目不适用,服饰/配饰上下文字段在当前鞋品类目不适用 不参与生成和发送；不得由 AI、旧资源或其他品类字段回填。,固定留空，不计为缺失阻断；仅记录为业务 blank。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5776
板鞋,10381,53406,流行元素,TEXT,否,否,鞋品文案 + 参考图 + 当前模板枚举；AI 仅在证据足够时补枚举,鞋品文案 + 参考图 + 当前模板枚举；AI 仅在证据足够时补枚举,优先来源文本与类目，参考图辅助；AI 只在模板枚举内补空值，不覆盖确定来源。,留空并记录缺失来源；模板必填时阻断或转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5777
板鞋,10381,43063,流行元素(多选),MULTI_CHOICE,否,否,鞋品文案 + 参考图 + 当前模板枚举；AI 仅在证据足够时补枚举,鞋品文案 + 参考图 + 当前模板枚举；AI 仅在证据足够时补枚举,优先来源文本与类目，参考图辅助；AI 只在模板枚举内补空值，不覆盖确定来源。,留空并记录缺失来源；模板必填时阻断或转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5778
板鞋,10381,87539,淘宝导购标题,TEXT,否,否,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,按鞋品文案/标准文案对应列取值，控制长度并保留完整词；鞋品文案附件无有效行时不编造。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5779
板鞋,10381,93275,93275,淘宝尺码表,MULTI_TEXT,否,MDM_SKU 销售鞋码 + SHOE_SIZE_TEMPLATE 匹配 chart + 当前字段模板列,本地 SKU Excel 销售鞋码 + SHOE_SIZE_TEMPLATE 匹配 chart + 当前字段模板列,表头：脚长；行键：裸鞋码；单位：cm 范围。,当前鞋品 SDK 无条件过滤：即使模板、列、行齐全也不发送；本地值只作草稿审计，平台必需时转阻断/人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5780
板鞋,10381,67339,淘宝标题,TEXT,否,否,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,按鞋品文案/标准文案对应列取值，控制长度并保留完整词；鞋品文案附件无有效行时不编造。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5781
板鞋,10381,73329,爱库存全网最低价链接,TEXT,否,否,MDM_SPU.price_tag；SKU 交易价字段取 MDM_SKU.price_tag,本地 MDM 导出 SPU 信息.price_tag；SKU 交易价字段取 本地 SKU Excel.price_tag,展示/划线/市场价以 SPU 吊牌价为准；交易/供货价理想以 SKU 价为准；PDD 单买/团购按 SPU 价 -1/-2。,对应 SPU/SKU 价格缺失则留空并标价格阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5782
板鞋,10381,73328,爱库存标题,TEXT,否,否,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,按标准文案表对应列（导购标题）取值；平台字段按长度和禁填规则处理。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5783
板鞋,10381,81216,生产/经销厂家,TEXT,是,否,鞋盒/吊牌/OCR + 上市计划鞋品企业名称 + 企业固定主数据,鞋盒/吊牌/OCR + 上市计划鞋品企业名称 + 企业固定主数据,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5784
